Resetting envs
Envs resetted
Total steps: 3453600
Total steps: 3456000
Total steps: 3458400
Total steps: 3460800
Total steps: 3463200
Total steps: 3465600
Total steps: 3468000
Total steps: 3470400
Total steps: 3472800
Total steps: 3475200
Total steps: 3477600
Total steps: 3480000
Total steps: 3482400
Total steps: 3484800
Total steps: 3487200
Total steps: 3489600
Total steps: 3492000
Total steps: 3494400
Total steps: 3496800
Total steps: 3499200
Total steps: 3501600
Total steps: 3504000
Total steps: 3506400
Total steps: 3508800
Total steps: 3511200
Total steps: 3513600
Total steps: 3516000
Total steps: 3518400
Total steps: 3520800
Total steps: 3523200
Total steps: 3525600
Total steps: 3528000
Total steps: 3530400
Total steps: 3532800
Total steps: 3535200
Total steps: 3537600
Total steps: 3540000
Total steps: 3542400
Total steps: 3544800
Total steps: 3547200
Total steps: 3549600
Total steps: 3552000
Total steps: 3554400
Total steps: 3556800
Total steps: 3559200
Total steps: 3561600
Total steps: 3564000
Total steps: 3566400
Total steps: 3568800
Total steps: 3571200
Total steps: 3573600
Total steps: 3576000
Total steps: 3578400
Total steps: 3580800
Total steps: 3583200
Total steps: 3585600
Total steps: 3588000
Total steps: 3590400
Total steps: 3592800
Total steps: 3595200
Total steps: 3597600
Total steps: 3600000
Total steps: 3602400
Total steps: 3604800
Total steps: 3607200
Total steps: 3609600
Total steps: 3612000
Total steps: 3614400
Total steps: 3616800
Total steps: 3619200
Total steps: 3621600
Total steps: 3624000
Total steps: 3626400
Total steps: 3628800
Total steps: 3631200
Total steps: 3633600
Total steps: 3636000
Total steps: 3638400
Total steps: 3640800
Total steps: 3643200
Total steps: 3645600
Total steps: 3648000
Total steps: 3650400
Total steps: 3652800
Total steps: 3655200
Total steps: 3657600
Total steps: 3660000
Total steps: 3662400
Total steps: 3664800
Total steps: 3667200
Total steps: 3669600
Total steps: 3672000
Total steps: 3674400
Total steps: 3676800
Total steps: 3679200
Total steps: 3681600
Total steps: 3684000
Total steps: 3686400
Total steps: 3688800
Total steps: 3691200
Total steps: 3693600
Total steps: 3696000
Total steps: 3698400
Total steps: 3700800
Total steps: 3703200
Total steps: 3705600
Total steps: 3708000
Total steps: 3710400
Total steps: 3712800
Total steps: 3715200
Total steps: 3717600
Total steps: 3720000
Total steps: 3722400
Total steps: 3724800
Total steps: 3727200
Total steps: 3729600
Total steps: 3732000
Total steps: 3734400
Total steps: 3736800
Total steps: 3739200
Total steps: 3741600
Total steps: 3744000
Total steps: 3746400
Total steps: 3748800
Total steps: 3751200
Total steps: 3753600
Total steps: 3756000
Total steps: 3758400
Total steps: 3760800
Total steps: 3763200
Total steps: 3765600
Total steps: 3768000
Total steps: 3770400
Total steps: 3772800
Total steps: 3775200
Total steps: 3777600
Total steps: 3780000
Total steps: 3782400
Total steps: 3784800
Total steps: 3787200
Total steps: 3789600
Total steps: 3792000
Total steps: 3794400
Total steps: 3796800
Total steps: 3799200
Total steps: 3801600
Total steps: 3804000
Total steps: 3806400
Total steps: 3808800
Total steps: 3811200
Total steps: 3813600
Total steps: 3816000
Total steps: 3818400
Total steps: 3820800
Total steps: 3823200
Total steps: 3825600
Total steps: 3828000
Total steps: 3830400
Total steps: 3832800
Total steps: 3835200
Total steps: 3837600
Total steps: 3840000
Total steps: 3842400
Total steps: 3844800
Total steps: 3847200
Total steps: 3849600
Total steps: 3852000
Total steps: 3854400
Total steps: 3856800
Total steps: 3859200
Total steps: 3861600
Total steps: 3864000
Total steps: 3866400
Total steps: 3868800
Total steps: 3871200
Total steps: 3873600
Total steps: 3876000
Total steps: 3878400
Total steps: 3880800
Total steps: 3883200
Total steps: 3885600
Total steps: 3888000
Total steps: 3890400
Total steps: 3892800
Total steps: 3895200
Total steps: 3897600
Total steps: 3900000
Total steps: 3902400
Total steps: 3904800
Total steps: 3907200
Total steps: 3909600
Total steps: 3912000
Total steps: 3914400
Total steps: 3916800
Total steps: 3919200
Total steps: 3921600
Total steps: 3924000
Total steps: 3926400
Total steps: 3928800
Total steps: 3931200
Total steps: 3933600
Total steps: 3936000
Total steps: 3938400
Total steps: 3940800
Total steps: 3943200
Total steps: 3945600
Total steps: 3948000
Total steps: 3950400
Total steps: 3952800
Total steps: 3955200
Total steps: 3957600
Total steps: 3960000
Total steps: 3962400
Total steps: 3964800
Total steps: 3967200
Total steps: 3969600
Total steps: 3972000
Total steps: 3974400
Total steps: 3976800
Total steps: 3979200
Total steps: 3981600
Total steps: 3984000
Total steps: 3986400
Total steps: 3988800
Total steps: 3991200
Total steps: 3993600
Total steps: 3996000
Total steps: 3998400
Total steps: 4000800
Total steps: 4003200
Total steps: 4005600
Total steps: 4008000
Total steps: 4010400
Total steps: 4012800
Total steps: 4015200
Total steps: 4017600
Total steps: 4020000
Total steps: 4022400
Total steps: 4024800
Total steps: 4027200
Total steps: 4029600
Total steps: 4032000
Total steps: 4034400
Total steps: 4036800
Total steps: 4039200
Total steps: 4041600
Total steps: 4044000
Total steps: 4046400
Total steps: 4048800
Total steps: 4051200
Total steps: 4053600
Total steps: 4056000
Total steps: 4058400
Total steps: 4060800
Total steps: 4063200
Total steps: 4065600
Total steps: 4068000
Total steps: 4070400
Total steps: 4072800
Total steps: 4075200
Total steps: 4077600
Total steps: 4080000
Total steps: 4082400
Total steps: 4084800
Total steps: 4087200
Total steps: 4089600
Total steps: 4092000
Total steps: 4094400
Total steps: 4096800
Total steps: 4099200
Total steps: 4101600
Total steps: 4104000
Total steps: 4106400
Total steps: 4108800
Total steps: 4111200
Total steps: 4113600
Total steps: 4116000
Total steps: 4118400
Total steps: 4120800
Total steps: 4123200
Total steps: 4125600
Total steps: 4128000
Total steps: 4130400
Total steps: 4132800
Total steps: 4135200
Total steps: 4137600
Total steps: 4140000
Total steps: 4142400
Total steps: 4144800
Total steps: 4147200
Total steps: 4149600
Total steps: 4152000
Total steps: 4154400
Total steps: 4156800
Total steps: 4159200
Total steps: 4161600
Total steps: 4164000
Total steps: 4166400
Total steps: 4168800
Total steps: 4171200
Total steps: 4173600
Total steps: 4176000
Total steps: 4178400
Total steps: 4180800
Total steps: 4183200
Total steps: 4185600
Total steps: 4188000
Total steps: 4190400
Total steps: 4192800
Total steps: 4195200
Total steps: 4197600
Total steps: 4200000
Total steps: 4202400
Total steps: 4204800
Total steps: 4207200
Total steps: 4209600
Total steps: 4212000
Total steps: 4214400
Total steps: 4216800
Total steps: 4219200
Total steps: 4221600
Total steps: 4224000
Total steps: 4226400
Total steps: 4228800
Total steps: 4231200
Total steps: 4233600
Total steps: 4236000
Total steps: 4238400
Total steps: 4240800
Total steps: 4243200
Total steps: 4245600
Total steps: 4248000
Total steps: 4250400
Total steps: 4252800
Total steps: 4255200
Total steps: 4257600
Total steps: 4260000
Total steps: 4262400
Total steps: 4264800
Total steps: 4267200
Total steps: 4269600
Total steps: 4272000
Total steps: 4274400
Total steps: 4276800
Total steps: 4279200
Total steps: 4281600
Total steps: 4284000
Total steps: 4286400
Total steps: 4288800
Total steps: 4291200
Total steps: 4293600
Total steps: 4296000
Total steps: 4298400
Total steps: 4300800
Total steps: 4303200
Total steps: 4305600
Total steps: 4308000
Total steps: 4310400
Total steps: 4312800
Total steps: 4315200
Total steps: 4317600
Total steps: 4320000
Total steps: 4322400
Total steps: 4324800
Total steps: 4327200
Total steps: 4329600
Total steps: 4332000
Total steps: 4334400
Total steps: 4336800
Total steps: 4339200
Total steps: 4341600
Total steps: 4344000
Total steps: 4346400
Total steps: 4348800
Total steps: 4351200
Total steps: 4353600
Total steps: 4356000
Total steps: 4358400
Total steps: 4360800
Total steps: 4363200
Total steps: 4365600
Total steps: 4368000
Total steps: 4370400
Total steps: 4372800
Total steps: 4375200
Total steps: 4377600
Total steps: 4380000
Total steps: 4382400
Total steps: 4384800
Total steps: 4387200
Total steps: 4389600
Total steps: 4392000
Total steps: 4394400
Total steps: 4396800
Total steps: 4399200
Total steps: 4401600
Total steps: 4404000
Total steps: 4406400
Total steps: 4408800
Total steps: 4411200
Total steps: 4413600
Total steps: 4416000
Total steps: 4418400
Total steps: 4420800
Total steps: 4423200
Total steps: 4425600
Total steps: 4428000
Total steps: 4430400
Total steps: 4432800
Total steps: 4435200
Total steps: 4437600
Total steps: 4440000
Total steps: 4442400
Total steps: 4444800
Total steps: 4447200
Total steps: 4449600
Total steps: 4452000
Total steps: 4454400
Total steps: 4456800
Total steps: 4459200
Total steps: 4461600
Total steps: 4464000
Total steps: 4466400
Total steps: 4468800
Total steps: 4471200
Total steps: 4473600
Total steps: 4476000
Total steps: 4478400
Total steps: 4480800
Total steps: 4483200
Total steps: 4485600
Total steps: 4488000
Total steps: 4490400
Total steps: 4492800
Total steps: 4495200
Total steps: 4497600
Total steps: 4500000
Total steps: 4502400
Total steps: 4504800
Total steps: 4507200
Total steps: 4509600
Total steps: 4512000
Total steps: 4514400
Total steps: 4516800
Total steps: 4519200
Total steps: 4521600
Total steps: 4524000
Total steps: 4526400
Total steps: 4528800
Total steps: 4531200
Total steps: 4533600
Total steps: 4536000
Total steps: 4538400
Total steps: 4540800
Total steps: 4543200
Total steps: 4545600
Total steps: 4548000
Total steps: 4550400
Total steps: 4552800
Total steps: 4555200
Total steps: 4557600
Total steps: 4560000
Total steps: 4562400
Total steps: 4564800
Total steps: 4567200
Total steps: 4569600
Total steps: 4572000
Total steps: 4574400
Total steps: 4576800
Total steps: 4579200
Total steps: 4581600
Total steps: 4584000
Total steps: 4586400
Total steps: 4588800
Total steps: 4591200
Total steps: 4593600
Total steps: 4596000
Total steps: 4598400
Total steps: 4600800
Total steps: 4603200
Total steps: 4605600
Total steps: 4608000
Total steps: 4610400
Total steps: 4612800
Total steps: 4615200
Total steps: 4617600
Total steps: 4620000
Total steps: 4622400
Total steps: 4624800
Total steps: 4627200
Total steps: 4629600
Total steps: 4632000
Total steps: 4634400
Total steps: 4636800
Total steps: 4639200
Total steps: 4641600
Total steps: 4644000
Total steps: 4646400
Total steps: 4648800
Total steps: 4651200
Total steps: 4653600
Total steps: 4656000
Total steps: 4658400
Total steps: 4660800
Total steps: 4663200
Total steps: 4665600
Total steps: 4668000
Total steps: 4670400
Total steps: 4672800
Total steps: 4675200
Total steps: 4677600
Total steps: 4680000
Total steps: 4682400
Total steps: 4684800
Total steps: 4687200
Total steps: 4689600
Total steps: 4692000
Total steps: 4694400
Total steps: 4696800
Total steps: 4699200
Total steps: 4701600
Total steps: 4704000
Total steps: 4706400
Total steps: 4708800
Total steps: 4711200
Total steps: 4713600
Total steps: 4716000
Total steps: 4718400
Total steps: 4720800
Total steps: 4723200
Total steps: 4725600
Total steps: 4728000
Total steps: 4730400
Total steps: 4732800
Total steps: 4735200
Total steps: 4737600
Total steps: 4740000
Total steps: 4742400
Total steps: 4744800
Total steps: 4747200
Total steps: 4749600
Total steps: 4752000
Total steps: 4754400
Total steps: 4756800
Total steps: 4759200
Total steps: 4761600
Total steps: 4764000
Total steps: 4766400
Total steps: 4768800
Total steps: 4771200
Total steps: 4773600
Total steps: 4776000
Total steps: 4778400
Total steps: 4780800
Total steps: 4783200
Total steps: 4785600
Total steps: 4788000
Total steps: 4790400
Total steps: 4792800
Total steps: 4795200
Total steps: 4797600
Total steps: 4800000
Total steps: 4802400
Total steps: 4804800
Total steps: 4807200
Total steps: 4809600
Total steps: 4812000
Total steps: 4814400
Total steps: 4816800
Total steps: 4819200
Total steps: 4821600
Total steps: 4824000
Total steps: 4826400
Total steps: 4828800
Total steps: 4831200
Total steps: 4833600
Total steps: 4836000
Total steps: 4838400
Total steps: 4840800
Total steps: 4843200
Total steps: 4845600
Total steps: 4848000
Total steps: 4850400
Total steps: 4852800
Total steps: 4855200
Total steps: 4857600
Total steps: 4860000
Total steps: 4862400
Total steps: 4864800
Total steps: 4867200
Total steps: 4869600
Total steps: 4872000
Total steps: 4874400
Total steps: 4876800
Total steps: 4879200
Total steps: 4881600
Total steps: 4884000
Total steps: 4886400
Total steps: 4888800
Total steps: 4891200
Total steps: 4893600
Total steps: 4896000
Total steps: 4898400
Total steps: 4900800
Total steps: 4903200
Total steps: 4905600
Total steps: 4908000
Total steps: 4910400
Total steps: 4912800
Total steps: 4915200
Total steps: 4917600
Total steps: 4920000
Total steps: 4922400
Total steps: 4924800
Total steps: 4927200
Total steps: 4929600
Total steps: 4932000
Total steps: 4934400
Total steps: 4936800
Total steps: 4939200
Total steps: 4941600
Total steps: 4944000
Total steps: 4946400
Total steps: 4948800
Total steps: 4951200
Total steps: 4953600
Total steps: 4956000
Total steps: 4958400
Total steps: 4960800
Total steps: 4963200
Total steps: 4965600
Total steps: 4968000
Total steps: 4970400
Total steps: 4972800
Total steps: 4975200
Total steps: 4977600
Total steps: 4980000
Total steps: 4982400
Total steps: 4984800
Total steps: 4987200
Total steps: 4989600
Total steps: 4992000
Total steps: 4994400
Total steps: 4996800
Total steps: 4999200
Total steps: 5001600
Total steps: 5004000
Total steps: 5006400
Total steps: 5008800
Total steps: 5011200
Total steps: 5013600
Total steps: 5016000
Total steps: 5018400
Total steps: 5020800
Total steps: 5023200
Total steps: 5025600
Total steps: 5028000
Total steps: 5030400
Total steps: 5032800
Total steps: 5035200
Total steps: 5037600
Total steps: 5040000
Total steps: 5042400
Total steps: 5044800
Total steps: 5047200
Total steps: 5049600
Total steps: 5052000
Total steps: 5054400
Total steps: 5056800
Total steps: 5059200
Total steps: 5061600
Total steps: 5064000
Total steps: 5066400
Total steps: 5068800
Total steps: 5071200
Total steps: 5073600
Total steps: 5076000
Total steps: 5078400
Total steps: 5080800
Total steps: 5083200
Total steps: 5085600
Total steps: 5088000
Total steps: 5090400
Total steps: 5092800
Total steps: 5095200
Total steps: 5097600
Total steps: 5100000
Total steps: 5102400
Total steps: 5104800
Total steps: 5107200
Total steps: 5109600
Total steps: 5112000
Total steps: 5114400
Total steps: 5116800
Total steps: 5119200
Total steps: 5121600
Total steps: 5124000
Total steps: 5126400
Total steps: 5128800
Total steps: 5131200
Total steps: 5133600
Total steps: 5136000
Total steps: 5138400
Total steps: 5140800
Total steps: 5143200
Total steps: 5145600
Total steps: 5148000
Total steps: 5150400
Total steps: 5152800
Total steps: 5155200
Total steps: 5157600
Total steps: 5160000
Total steps: 5162400
Total steps: 5164800
Total steps: 5167200
Total steps: 5169600
Total steps: 5172000
Total steps: 5174400
Total steps: 5176800
Total steps: 5179200
Total steps: 5181600
Total steps: 5184000
Total steps: 5186400
Total steps: 5188800
Total steps: 5191200
Total steps: 5193600
